Name,Has_Broader,Broader_Term
Sempervivum altum,yes,Sempervivum
Sempervivum Ã— piliferum,no,
Sempervivum arachnoideum subsp. tomentosum,no,
Sempervivum arachnoideum var. tomentosum,no,
Sempervivum ciliosum,yes,Sempervivum
Sempervivum degenianum,yes,Sempervivum
Sempervivum dolomiticum,yes,Sempervivum
Sempervivum erythraeum,yes,Sempervivum
Sempervivum globiferum,yes,Sempervivum
Sempervivum greenii,yes,Sempervivum
Sempervivum guillemotii,yes,Sempervivum
Sempervivum hausmannii,yes,Sempervivum
Sempervivum hirtum,yes,Sempervivum
Sempervivum hispidulum,yes,Sempervivum
Sempervivum laggeri,yes,Sempervivum
Sempervivum marmoreum,yes,Sempervivum
Sempervivum montanum subsp. burnatii,no,
Sempervivum montanum var. carpathicum,no,
Sempervivum octopodes,yes,Sempervivum
Sempervivum pumilum,yes,Sempervivum
Sempervivum pyrenaicum,yes,Sempervivum
Sempervivum rhodanicum,yes,Sempervivum
Sempervivum ruthenicum,yes,Sempervivum
Sempervivum simonkaianum,yes,Sempervivum
Sempervivum speciosum,yes,Sempervivum
Sempervivum tectorum subsp. mettenianum,no,
Sempervivum tectorum var. violascens,no,
Sempervivum thomasii,yes,Sempervivum
Sempervivum webbianum,yes,Sempervivum
Senecio amaniensis,yes,Senecio
Senecio aquaticus,yes,Senecio
Senecio bidwillii,yes,Senecio
Senecio bidwillii var. viridis,yes,Senecio bidwillii
Senecio biserratus,yes,Senecio
Senecio bolanderi,yes,Senecio
Senecio bulbinefolius,yes,Senecio
Senecio capuronii,yes,Senecio
Senecio confusus,yes,Senecio
Senecio cristobalensis,yes,Senecio
Senecio cymbalarioides,yes,Senecio
Senecio danal,yes,Senecio
Senecio heritieri,yes,Senecio
Senecio ishcaivilcanus,yes,Senecio
Senecio lewisrosei,yes,Senecio
Senecio minesinus,yes,Senecio
Senecio morelensis,yes,Senecio
Senecio oerstedianus,yes,Senecio
Senecio palmensis,yes,Senecio
Senecio rex,yes,Senecio
Senecio scorzonella,yes,Senecio
Senecio serpens,yes,Senecio
Senecio spiculosus,yes,Senecio
Senecio triodon,yes,Senecio
Senecio vernicifolius,yes,Senecio
Serruria barbigera,yes,Serruria
Serruria pedunculata,yes,Serruria
Sesamum,yes,PEDALIACEAE
Sesamum triphyllum,yes,Sesamum
Sesbania,yes,FABACEAE
Sesbania grandiflora,yes,Sesbania
Sesbania punicea,yes,Sesbania
Sida cordifolia,yes,Sida
Sideritis clandestina,yes,Sideritis
Sideritis perfoliata,yes,Sideritis
Sideroxylon inerme,yes,Sideroxylon
Sievekingia fimbriata,yes,Sievekingia
Silene acaulis subsp. exscapa,no,
Silene italica subsp. nemoralis,no,
Silene menziesii,yes,Silene
Silene parryi,yes,Silene
Silene requienii,yes,Silene
Silphium connatum,yes,Silphium
SIMAROUBACEAE,no,
Sinningia pusilla,yes,Sinningia
Sinocrassula densirosulata,yes,Sinocrassula
Sinocrassula yunnanensis,yes,Sinocrassula
Siphocampylus jelskii,yes,Siphocampylus
Siphocampylus sanguineus,yes,Siphocampylus
Sisyrinchium convolutum,yes,Sisyrinchium
Sleumeria,yes,ICACINACEAE
Smilacina amoena,yes,Smilacina
Smilacina amplexicaulis,yes,Smilacina
Smilacina racemosa var. amplexicaulis,no,
Smithia,yes,FABACEAE
Sobralia leucoxantha,yes,Sobralia
Sobralia mucronata,yes,Sobralia
Solandra guttata,yes,Solandra
Solanopteris,yes,POLYPODIACEAE
Solanopteris bifrons,yes,Solanopteris
Solanum chachapoyasense,yes,Solanum
Solanum fastigiatum,yes,Solanum
Solanum morelliforme,yes,Solanum
Solanum oblongifolium,yes,Solanum
Solanum oblongifolium var. soukupii,yes,Solanum oblongifolium
Solanum refractum,yes,Solanum
Solanum wallacei,yes,Solanum
Solenidium,yes,ORCHIDACEAE
Solenidium peruvianum,yes,Solenidium
Sonchus gummifer,yes,Sonchus
Sonchus leptocephalus,yes,Sonchus
Sorbus aria (L.) Crantz,yes,Sorbus
Sorghum halepense,yes,Sorghum
Sorghum yunnanense,yes,Sorghum
Sowerbaea,yes,ASPARAGACEAE
Sowerbaea laxiflora,yes,Sowerbaea
Spartina foliosa,yes,Spartina
Spathodea,yes,BIGNONIACEAE
Spathodea campanulata,yes,Spathodea
Speea,yes,AMARYLLIDACEAE
Spergularia macrotheca var. longistyla,no,
Sphaerolobium,yes,FABACEAE
Sphaerolobium vimineum,yes,Sphaerolobium
Sphyrospermum buxifolium,yes,Sphyrospermum
Spinifex,yes,POACEAE
Spinifex hirsutus,yes,Spinifex
Spiraea trichocarpa,yes,Spiraea
Spiranthes pyramidalis,yes,Spiranthes
Spiranthes sinensis,yes,Spiranthes
Sprengelia incarnata,yes,Sprengelia
Spyridium,yes,RHAMNACEAE
Spyridium cinereum N.A. Wakef.,yes,Spyridium
Stachys lanata,yes,Stachys
Stachys sieboldii,yes,Stachys
Stanhopea devoniensis,yes,Stanhopea
Stanhopea grandiflora,yes,Stanhopea
Stapelia desmetiana,yes,Stapelia
Stapelia gariepensis,yes,Stapelia
Stapelia gemmiflora,yes,Stapelia
Stapelia juttae,yes,Stapelia
Stapelia longii,yes,Stapelia
Stapelia longipes,yes,Stapelia
Stapelianthus madagascariensis,yes,Stapelianthus
Stapelianthus montagnacii,yes,Stapelianthus
Stapelia parvipuncta,yes,Stapelia
Stapelia pillansii,yes,Stapelia
Stapelia semota,yes,Stapelia
Stapelia verrucosa,yes,Stapelia
Staphylea colchica,yes,Staphylea
Staphylea pinnata,yes,Staphylea
Staurochilus,yes,ORCHIDACEAE
Staurochilus ionosmus,yes,Staurochilus
Stelis maxima,yes,Stelis
Stelis oblongifolia,yes,Stelis
Stelis parviflora,yes,Stelis
Stelis purpurascens,yes,Stelis
Stemodia,yes,PLANTAGINACEAE
Stemodia grossa,yes,Stemodia
Stenochlaena tenuifolia,yes,Stenochlaena
Stenoglottis fimbriata,yes,Stenoglottis
Stenomesson viridiflorum,yes,Stenomesson
Stenoptera,yes,ORCHIDACEAE
Stenoptera peruviana,yes,Stenoptera
Stephanomeria guadalupensis,yes,Stephanomeria
Stephanomeria monocephala,yes,Stephanomeria
Sterculia foetida,yes,Sterculia
Steriphoma,yes,CAPPARACEAE
Steris,yes,CARYOPHYLLACEAE
Sternbergia,yes,AMARYLLIDACEAE
Sternbergia clusiana (Ker Gawl.) Ker Gawl. ex Spreng.,yes,Sternbergia
Stevia connata,yes,Stevia
Stevia serrata,yes,Stevia
Stipa nitida,yes,Stipa
Stipa pringlei,yes,Stipa
Stoeberia,yes,AIZOACEAE
Stoeberia littlewoodii,yes,Stoeberia
Stomatium meyeri,yes,Stomatium
Strangea,yes,PROTEACEAE
Strangea cynanchicarpa,yes,Strangea
Streptocarpus rexii,yes,Streptocarpus
Streptocarpus wendlandii,yes,Streptocarpus
Streptochaeta,yes,POACEAE
Strombocactus pseudomacrochele,yes,Strombocactus
Strongylodon lucidus,yes,Strongylodon
Strophanthus,yes,APOCYNACEAE
Strophanthus kombe,yes,Strophanthus
Strophanthus sarmentosus,yes,Strophanthus
Strophanthus speciosus,yes,Strophanthus
Strumaria truncata Jacq.,yes,Strumaria
Strychnos mitis,yes,Strychnos
Strychnos pungens,yes,Strychnos
Strychnos spinosa,yes,Strychnos
Stultitia conjuncta,yes,Stultitia
Stylidium amoenum,yes,Stylidium
Stylidium bulbiferum,yes,Stylidium
Stylidium lineare,yes,Stylidium
Stylobasium,yes,SURIANACEAE
Stylobasium spathulatum,yes,Stylobasium
Stypandra,yes,ASPHODELACEAE
Stypandra glauca,yes,Stypandra
Stypandra grandiflora,yes,Stypandra
Styphelia adscendens,yes,Styphelia
Styrax hemsleyanus,yes,Styrax
Styrax wilsonii,yes,Styrax
SURIANACEAE,no,
Sutera burkeana,yes,Sutera
Swainsona decurrens,yes,Swainsona
Swainsona phacoides,yes,Swainsona
Swainsona villosa,yes,Swainsona
Swartzia ulei,yes,Swartzia
Swertia perennis subsp. cuspidata,no,
Swertia speciosa,yes,Swertia
Symphoricarpos hesperius,yes,Symphoricarpos
Symphoricarpos oreophilus,yes,Symphoricarpos
Symplocos vernicosa,yes,Symplocos
Synadenium cupulare,yes,Synadenium
Synaphea,yes,PROTEACEAE
Synaphea favosa,yes,Synaphea
Syncarpia glomulifera,yes,Syncarpia
Tabebuia palmeri,yes,Tabebuia
Tacazzea,yes,APOCYNACEAE
Tacazzea welwitschii,yes,Tacazzea
Taeniophyllum complanatum,yes,Taeniophyllum
Talauma hodgsonii,yes,Talauma
TALINACEAE,no,
Tamus edulis,yes,Tamus
Tapeinochilos,yes,COSTACEAE
Tapeinochilos queenslandiae,yes,Tapeinochilos
Taraxacum,yes,ASTERACEAE
Taraxacum kok-saghyz,yes,Taraxacum
Taraxacum mongolicum,yes,Taraxacum
Tavaresia angolensis,yes,Tavaresia
Taxus ×,no,
Taxus Ã— media,no,
Tecoma rosifolia,yes,Tecoma
Tectaria incisa,yes,Tectaria
Telipogon,yes,ORCHIDACEAE
Telipogon andicola,yes,Telipogon
Telopea mongaensis,yes,Telopea
Temu,yes,MYRTACEAE
Temu divaricatum,yes,Temu
Tenaris,yes,APOCYNACEAE
Tenaris rubella,yes,Tenaris
Terminalia sericea,yes,Terminalia
Ternstroemia sylvatica,yes,Ternstroemia
Tersonia,yes,GYROSTEMONACEAE
Tersonia brevipes,yes,Tersonia
Tetracoccus,yes,PICRODENDRACEAE
Tetracoccus dioicus,yes,Tetracoccus
Tetragonia,yes,AIZOACEAE
Tetragonia echinata,yes,Tetragonia
Tetragonia implexicoma,yes,Tetragonia
Tetragonia maritima,yes,Tetragonia
Tetragonia tetragonoides,yes,Tetragonia
Tetragonia trigyna Banks &amp; Sol. ex Hook.f.,yes,Tetragonia
TETRAMELACEAE,no,
Tetratheca pilosa,yes,Tetratheca
Tetratheca viminea,yes,Tetratheca
Teucrium creticum,yes,Teucrium
Teucrium orientale,yes,Teucrium
Thalictrum lucidum,yes,Thalictrum
Thalictrum venulosum,yes,Thalictrum
Thamnosma socotrana,yes,Thamnosma
Thelymitra,yes,ORCHIDACEAE
Thelymitra longifolia,yes,Thelymitra
Thelypteris laxa,yes,Thelypteris
Thelypteris multilineata,yes,Thelypteris
Thelypteris setigera,yes,Thelypteris
Thelypteris supranitens,yes,Thelypteris
Thelypteris totta,yes,Thelypteris
Thelypteris uliginosa,yes,Thelypteris
Theobroma obovatum,yes,Theobroma
Theobroma subincanum,yes,Theobroma
Theropogon,yes,ASPARAGACEAE
Theropogon pallidus,yes,Theropogon
Thespesia,yes,MALVACEAE
Thespesia populnea,yes,Thespesia
Thlaspi bulbosum,yes,Thlaspi
Thompsonella minutiflora,yes,Thompsonella
Thompsonella platyphylla,yes,Thompsonella
Threlkeldia,yes,AMARANTHACEAE
Threlkeldia proceriflora,yes,Threlkeldia
Thunbergia gibsonii,yes,Thunbergia
Thunia marshalliana,yes,Thunia
THURNIACEAE,no,
Thymelaea passerina,yes,Thymelaea
Thymus adamovicii,yes,Thymus
Thymus baeticus,yes,Thymus
Thymus comosus,yes,Thymus
Thymus glabrescens,yes,Thymus
Thymus lanuginosus,yes,Thymus
Thymus membranaceus,yes,Thymus
Thymus nitidus,yes,Thymus
Thymus przewalskii,yes,Thymus
Thymus serpyllum var. angustifolius,no,
Thymus serpyllum var. argenteus,no,
Thymus serpyllum var. aureus,no,
Thymus serpyllum var. ocheus,no,
Thymus serpyllum var. vulgaris,no,
Thymus striatus,yes,Thymus
Thysanotus multiflorus,yes,Thysanotus
Tibouchina breedlovei,yes,Tibouchina
Tibouchina mexicana,yes,Tibouchina
Tibouchina multiflora,yes,Tibouchina
Tigridia chiapensis,yes,Tigridia
Tigridia pulchella,yes,Tigridia
Tilia breviradiata,yes,Tilia
Tilia cordata,yes,Tilia
Tillaea,yes,CRASSULACEAE
Tillaea sieberiana,yes,Tillaea
Tillandsia complanata,yes,Tillandsia
Tillandsia exserta,yes,Tillandsia
Tillandsia orogenes,yes,Tillandsia
Tillandsia plumosa,yes,Tillandsia
Tinantia,yes,COMMELINACEAE
Tinantia erecta,yes,Tinantia
Tipuana,yes,FABACEAE
Tipuana tipu,yes,Tipuana
Tmesipteris,yes,PSILOTACEAE
Tmesipteris fowerakeri,yes,Tmesipteris
Tmesipteris lanceolata,yes,Tmesipteris
Tmesipteris tannensis,yes,Tmesipteris
Toumeya klinkeriana,yes,Toumeya
Toumeya lophophoroides,yes,Toumeya
Tovaria,yes,TOVARIACEAE
TOVARIACEAE,no,
Tovaria diffusa,yes,Tovaria
Townsendia,yes,ASTERACEAE
Tradescantia crassifolia,yes,Tradescantia
Trapa japonica,yes,Trapa
Trapella,no,
Trapella sinensis,yes,Trapella
Trapella sinensis var. antennifera,yes,Trapella sinensis
Trevesia,yes,ARALIACEAE
Trevesia palmata,yes,Trevesia
Trevoa,yes,RHAMNACEAE
Trevoa trinervia,yes,Trevoa
Trevoria,yes,ORCHIDACEAE
Trichantha,yes,GESNERIACEAE
Trichantha minor,yes,Trichantha
Trichinium,yes,AMARANTHACEAE
Trichinium manglesii,yes,Trichinium
Trichocaulon,yes,APOCYNACEAE
Trichocaulon keetmanshoopense,yes,Trichocaulon
Trichocaulon simile,yes,Trichocaulon
Trichocentrum leeanum,yes,Trichocentrum
Trichocereus huascha (F.A.C. Weber) Britton &amp; Rose,yes,Trichocereus
Trichocereus huascha (F.A.C. Weber) Britton &amp; Rose var. rubriflorus,yes,Trichocereus huascha (F.A.C. Weber) Britton &amp; Rose
Trichocereus orurensis var. albiflorus,yes,Trichocereus orurensis
Trichocereus taquimbalensis,yes,Trichocereus
Trichocereus taquimbalensis var. wilkeae,yes,Trichocereus taquimbalensis
Trichocereus taratensis,yes,Trichocereus
Trichocereus tarijensis,yes,Trichocereus
Trichodiadema barbatum,yes,Trichodiadema
Trichodiadema pomeridianum,yes,Trichodiadema
Tricholaena,yes,POACEAE
Tricholaena teneriffae,yes,Tricholaena
Trichomanes alatum,yes,Trichomanes
Trichomanes apiifolium,yes,Trichomanes
Trichomanes auriculatum,yes,Trichomanes
Trichomanes bilabiatum,yes,Trichomanes
Trichomanes crispum,yes,Trichomanes
Trichomanes diaphanum,yes,Trichomanes
Trichomanes krausii,yes,Trichomanes
Trichomanes lambertianum,yes,Trichomanes
Trichomanes polypodioides,yes,Trichomanes
Trichomanes rupestre,yes,Trichomanes
Trichopilia dasyandra,yes,Trichopilia
Trichopilia laxa,yes,Trichopilia
Trichospermum,yes,MALVACEAE
Trichospermum discolor Elmer,yes,Trichospermum
Trichosporum,yes,GESNERIACEAE
Trichosporum lobbianum,yes,Trichosporum
Tridactyle anthomaniaca,yes,Tridactyle
Trifolium gracilentum,yes,Trifolium
Trifolium monoense,yes,Trifolium
Trifolium subterraneum,yes,Trifolium
Trigonidium tenue,yes,Trigonidium
Tripterygium hypoglaucum,yes,Tripterygium
Triraphis,yes,POACEAE
Triraphis mollis,yes,Triraphis
Triumfetta dumetorum,yes,Triumfetta
Trixis,yes,ASTERACEAE
Trixis divaricata,yes,Trixis
Tropaeolum peltophorum,yes,Tropaeolum
Tsuga caroliniana,yes,Tsuga
Tsuga dumosa,yes,Tsuga
Tulipa ×,no,
Tulipa Ã— tschimganica,no,
Tulipa bifloriformis,yes,Tulipa
Tulipa fosteriana,yes,Tulipa
Tulipa greigii,yes,Tulipa
Tulipa kuschkensis,yes,Tulipa
Tulipa micheliana,yes,Tulipa
Tulipa montana,yes,Tulipa
Tulipa ostrowskiana,yes,Tulipa
Tulipa sylvestris L. subsp. australis (Link) Pamp.,yes,Tulipa sylvestris L.
Turbinicarpus schmiedickeanus (Boed.) Buxb. &amp; Backeb. subsp. flaviflorus (G. Frank &amp; A.B. Lau) Glass,yes,Turbinicarpus schmiedickeanus (Boed.) Buxb. &amp; Backeb.
Turraea,yes,MELIACEAE
Turraea obtusifolia,yes,Turraea
Typhonodorum,yes,ARACEAE
Typhonodorum lindleyanum,yes,Typhonodorum
Ulmus,yes,ULMACEAE
Ulmus americana,yes,Ulmus
Ulmus pumila,yes,Ulmus
Umbilicus erectus,yes,Umbilicus
Ungernia,yes,AMARYLLIDACEAE
Ungernia sewerzowii,yes,Ungernia
Ungernia trisphaera,yes,Ungernia
Uniola,yes,POACEAE
Uniola latifolia Michx.,yes,Uniola
Urceolina urceolata,yes,Urceolina
Urginea nyasae,yes,Urginea
Ursinia anethoides,yes,Ursinia
Urtica incisa,yes,Urtica
Uvaria,yes,ANNONACEAE
Uvaria microcarpa,yes,Uvaria
Uvaria virens,yes,Uvaria
Vaccinium cyclopense,yes,Vaccinium
Vaccinium matudae,yes,Vaccinium
Vaccinium myrsinites,yes,Vaccinium
Vaccinium pseudocaracasanum,yes,Vaccinium
Vaccinium randaiense,yes,Vaccinium
Vaccinium scoparium,yes,Vaccinium
Vaccinium vitis-idaea var. minus,no,
Vahlia,yes,VAHLIACEAE
Vahlia capensis,yes,Vahlia
VAHLIACEAE,no,
Vallesia,yes,APOCYNACEAE
Vallesia laciniata,yes,Vallesia
Vanda cristata,yes,Vanda
Vangueria,yes,RUBIACEAE
Vanheerdia,yes,AIZOACEAE
Vanheerdia divergens,yes,Vanheerdia
Vanilla claviculata,yes,Vanilla
Vanwykia,yes,LORANTHACEAE
Velleia paradoxa,yes,Velleia
Vellozia cana,yes,Vellozia
Vellozia nanuzae,yes,Vellozia
Ventilago,yes,RHAMNACEAE
Ventilago viminalis,yes,Ventilago
Verbesina hypoglauca,yes,Verbesina
Vernonia canescens,yes,Vernonia
Vernonia jalcana,yes,Vernonia
Vernonia pacchensis,yes,Vernonia
Vernonia pacchensis var. tambillensis,yes,Vernonia pacchensis
Vernonia salvinae,yes,Vernonia
Vernonia scorpioides,yes,Vernonia
Veronica alba,yes,Veronica
Veronica aphylla,yes,Veronica
Veronica donii,yes,Veronica
Veronica incana,yes,Veronica
Veronica maritima,yes,Veronica
Veronica peregrina,yes,Veronica
Verticordia,yes,MYRTACEAE
Verticordia acerosa,yes,Verticordia
Verticordia nitens,yes,Verticordia
Verticordia plumosa,yes,Verticordia
Verticordia spicata,yes,Verticordia
VIBURNACEAE,no,
Viburnum coriaceum,yes,Viburnum
Viburnum jucundum,yes,Viburnum
Viburnum luzonicum var. apoense Elmer,yes,Viburnum luzonicum Rolfe
Viburnum suspensum,yes,Viburnum
Viburnum triphyllum,yes,Viburnum
Victoria cruziana,yes,Victoria
Vieraea,yes,ASTERACEAE
Vieraea laevigata,yes,Vieraea
Viguiera reticulata,yes,Viguiera
Viguiera weberbaueri,yes,Viguiera
Villadia cucullata,yes,Villadia
Villadia levis,yes,Villadia
Villadia nelsonii,yes,Villadia
Villadia ramosissima,yes,Villadia
Villadia squamulosa,yes,Villadia
Villamilla,yes,PETIVERIACEAE
Villamilla peruviana,yes,Villamilla
Villarsia parnassiifolia,yes,Villarsia
Viola arguta,yes,Viola
Viola beati,yes,Viola
Viola beckwithii,yes,Viola
Viola cheiranthifolia,yes,Viola
Viola jooi,yes,Viola
Viola lobata,yes,Viola
Viola lutea,yes,Viola
Viola pumila,yes,Viola
Viola scandens,yes,Viola
Viola tracheliifolia,yes,Viola
Virgilia capensis,yes,Virgilia
Virgilia divaricata,yes,Virgilia
Viscaria,yes,CARYOPHYLLACEAE
Viscaria alpina,yes,Viscaria
Vitex agnus,yes,Vitex
Vitex lucens,yes,Vitex
Vittadinia triloba,yes,Vittadinia
Vittaria flexuosa,yes,Vittaria
Vriesea inflata,yes,Vriesea
Vriesea ranifera,yes,Vriesea
Vriesea saundersii,yes,Vriesea
Wahlenbergia cartilaginea,yes,Wahlenbergia
Wahlenbergia gracilenta,yes,Wahlenbergia
Wahlenbergia linarioides,yes,Wahlenbergia
Wahlenbergia lobelioides,yes,Wahlenbergia
Wahlenbergia matthewsii,yes,Wahlenbergia
Waltheria,yes,MALVACEAE
Waltheria indica,yes,Waltheria
Warrea,yes,ORCHIDACEAE
Warrea costaricensis,yes,Warrea
Watsonia watsonioides,yes,Watsonia
Weberbauerocereus seyboldianus,yes,Weberbauerocereus
Weberbauerocereus weberbaueri,yes,Weberbauerocereus
Weberocereus biolleyi,yes,Weberocereus
Weberocereus tunilla,yes,Weberocereus
Wedelia,yes,ASTERACEAE
Wedelia trilobata,yes,Wedelia
Weigela florida,yes,Weigela
Weingartia chilensis,yes,Weingartia
Weingartia cintiensis,yes,Weingartia
Weingartia cumingii,yes,Weingartia
Weingartia pulquinensis,yes,Weingartia
Weingartia vorwerkii,yes,Weingartia
Werneria dactylophylla,yes,Werneria
Westringia,yes,LAMIACEAE
Westringia glabra,yes,Westringia
Westringia rigida,yes,Westringia
Westringia rosmariniformis,yes,Westringia
Wilcoxia albiflora,yes,Wilcoxia
Willdenowia,yes,RESTIONACEAE
Willdenowia teres,yes,Willdenowia
Wilmattea,yes,CACTACEAE
Wilmattea minutiflora,yes,Wilmattea
Wissmannia,yes,ARECACEAE
Wissmannia carinensis,yes,Wissmannia
Withania riebeckii,yes,Withania
Witheringia,yes,SOLANACEAE
Witheringia nelsonii,yes,Witheringia
Witheringia solanacea,yes,Witheringia
Woodwardia orientalis,yes,Woodwardia
Wyethia bolanderi,yes,Wyethia
Xanthisma,yes,ASTERACEAE
Xanthisma texanum,yes,Xanthisma
Xanthium spinosum,yes,Xanthium
Xanthorrhoea gracilis,yes,Xanthorrhoea
Xanthosoma hoffmannii,yes,Xanthosoma
Xanthosoma sagittifolium,yes,Xanthosoma
Xerosicyos decaryi,yes,Xerosicyos
Ximenia afra var. natalensis,no,
Xylobium leontoglossum,yes,Xylobium
Xylobium powellii,yes,Xylobium
Xylomelum,yes,PROTEACEAE
Xylomelum angustifolium,yes,Xylomelum
Xylomelum occidentale,yes,Xylomelum
Xylomelum pyriforme,yes,Xylomelum
Xylosma senticosa,yes,Xylosma
Xyris caroliniana,yes,Xyris
Xyris caroliniana var. major,yes,Xyris caroliniana
Xyris valida,yes,Xyris
Yucca recurvifolia,yes,Yucca
Zanthoxylum bungei,yes,Zanthoxylum
Zea hirta,yes,Zea
Zea mays var. tunicata,no,
Zephyranthes arenicola,yes,Zephyranthes
Zephyranthes flammea,yes,Zephyranthes
Zephyranthes flava,yes,Zephyranthes
Zephyranthes macrosiphon,yes,Zephyranthes
Zieria,yes,RUTACEAE
Zieria arborescens,yes,Zieria
Zieria compacta,yes,Zieria
Zieria laxiflora,yes,Zieria
Zinnia maritima,yes,Zinnia
Ziziphus mauritiana,yes,Ziziphus
Ziziphus mucronata,yes,Ziziphus
Ziziphus spina-christi,yes,Ziziphus
Zollikoferia,yes,ASTERACEAE
Zollikoferia spinosa,yes,Zollikoferia
Zombia,yes,ARECACEAE
Zombia antillarum,yes,Zombia
Zygopetalum grandiflorum,yes,Zygopetalum
Zygopetalum mackayi,yes,Zygopetalum
Zygophyllum,yes,ZYGOPHYLLACEAE
Zygophyllum eremaeum,yes,Zygophyllum
Zygophyllum fruticulosum,yes,Zygophyllum
